name,dialogue,season,episode
joey,"Well, I think we've all learned something about who's disgusting and who's not. Eh? All right, now, I'm going to get back to my bucket. I'm only eating the skin, so the chicken's up for grabs.",5,9
phoebe,"I really thought you making a good point. I mean you know, until you got cut off.",5,9
a female student,"Yeah, what's up with that girl Monica?",5,9
phoebe,I don't know! I didn't come with her!,5,9
monica,All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!,5,9
all,A test?!!,5,9
monica,Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!,5,9
joey,What are you doing?,5,10
ross,"I...reorganized the fridge. See, bottom shelf",5,10
joey,Why are you doing this?,5,10
ross,"Because I am bored...Out of my mind. I’ve already been to the bank, post office, and the dry cleaners.",5,10
joey,"Dude, you just described seven days worth of stuff. You’ve got to spread it out a little, you know. Haven’t you ever been unemployed?",5,10
ross,"Hey, I am not unemployed. I’m on sabbatical!",5,10
joey,"Hey, don’t get religious on me, ok.  A guy in your position needs to be a little better at relaxing. You know. Why do you think we have the comfortable chairs? Huh...come here…sit down.  Ready?  Ahh!!  OH, yeah!! Huh?!",5,10
ross,"So what, we just sit?",5,10
joey,"OH, no, no. We’re not going to just sit.  Shh.",5,10
chandler,"Hello, Chandler Bing.",5,10
joey,Hello Mr. Bing...I love you.,5,10
chandler,"Alright, whoever this is, stop calling me!  It’s been six months! It’s not funny!",5,10
joey,"But, I love you.",5,10
chandler,"Leave me alone! For the love of God, leave me alone!!!",5,10
joey,And that’s Wednesday.  OH.,5,10
phoebe,"Hey you guys, guess what?",5,10
chandler,The British are coming?,5,10
phoebe,"OH, you and your ways.  Since it’s Christmastime. I’m going to be one of those people collection donations.",5,10
all,OH.,5,10
phoebe,"Yeah, I already have my bell and later on...I get my bucket.",5,10
chandler,OH.,5,10
phoebe,"Yeah, yeah, I’m going to be out there spreading joy to the people. I mean, last year, I spread a little joy but not really enough. So this year, I’m going to do the whole city.",5,10
monica,"You know, I knew a girl in high school who did that. She was very popular.",5,10
joey,"So Pheebs, where are you doing all, your bell ringing?",5,10
phoebe,"OH, they gave me a great spot. Right by Macys. Yeah, they hardly ever give such a good spot to a rookie, but I’m the only one who can sing ""Merry Christmas"" in 25 languages.  I lied.",5,10
rachel,"Oh my god. Ok you guys, there’s Danny. Watch. Just watch this.  See?! Still pretending he’s not interested. OH, he’s coming over. Just pretend like we don’t know him. We’ve forgotten who he is.",5,10
danny,Hey guys.,5,10
all,Hey Danny.,5,10
monica,"Danny? You know Rachel? She’s nice. She’s not bad to look at, right?",5,10
rachel,"Thanks, Mon.",5,10
danny,"Well, of course.",5,10
monica,Do you want to go out on a date with her?,5,10
rachel,Monica!!!,5,10
danny,Absolutely! Is Friday okay?,5,10
monica,Friday’s perfect...She can’t wait.,5,10
danny,"On the date, I will be able to talk to her directly?  See you Friday.",5,10
rachel,Okay. What the hell was that? You know what? Don’t answer me.  I have a date with Danny.,5,10
joey,How could I not get the part? The play was about a 29-year-old Italian actor from Queens.,5,10
estelle,"Well, Telia Shire suddenly became available.",5,10
joey,She’s a woman!,5,10
estelle,What can I say? She nailed it.,5,10
joey,"Okay, is there anything else?",5,10
estelle,"Well, you’re just going to say no again but...gay porn.",5,10
phoebe,"Happy Holidays. Feliz Navidad. Allo, and Merry Christmas.  OH thank you sir. Here's some joy.",5,10
monica,Phoebe!,5,10
phoebe,Hey!,5,10
monica,I just wanted to see how it's going.,5,10
phoebe,"Well, it's going okay.",5,10
monica,"Well good, here let me help you out.",5,10
phoebe,"Oh, thanks!",5,10
monica,Yeah!,5,10
phoebe,Wow!,5,10
phoebe,Is that a new Swede jacket? It looks really expensive.,5,10
monica,Yeah. I guess.,5,10
phoebe,Just get your nails done?,5,10
monica,"Yes Phoebe, but this is all I have. Okay?",5,10
phoebe,"Okay! Thanks! Happy Holidays, here's your joy.",5,10
phoebe,Thank you! And Happy Holidays.,5,10
phoebe,"Wait, you can't take the money out.",5,10
the man,I'm making change. I need change for the bus.,5,10
phoebe,"But, can't you leave the dollar? This money is for the poor.",5,10
the man,I'm poor! I got to take the bus!,5,10
phoebe,"Okay, Seasons Greetings and everything, but still",5,10
the man,"Bite me, blondie!",5,10
phoebe,"Oh, I'm going to give him something else besides joy, just",5,10
joey,That part was perfect for me! I can't believe I didn't get it!,5,10
ross,"I'm sorry, man.  know what you should do? You should make something happen for yourself. You know, like-like write a play. Write a movie! Huh? I mean, what about those Good Will Hunting guys?",5,10
joey,"Come on Ross be realistic, you know? If I did write something, what are the chances I could get those guys to star in it?",5,10
joey,"Wait a second, I could star in it!",5,10
ross,Or that.,5,10
joey,"I can't write! You know I mean I-I-I'm an actor, I don't have the discipline that takes, you know? I can't do it.",5,10
ross,"I'll help you. Yeah, I'll make up a schedule and make sure you stick to it. And plus, it'll give me something to do.",5,10
joey,Really? You'd-you'd do that for me?!,5,10
ross,Yeah!,5,10
joey,Thanks!,5,10
ross,"All right, we'll start off slow. The only thing you have to do tonight is come up with the name of your main character.",5,10
joey,Done!,5,10
ross,And it can't be Joey.,5,10
joey,It's not.,5,10
ross,Or Joseph.,5,10
joey,Oh.,5,10
monica,"Hey, what's up?",5,10
rachel,I just saw Danny getting on the subway with a girl and he had his arm around her.,5,10
monica,"Oh, honey, I'm sorry.",5,10
rachel,"Well, you should be, this is all your fault! You meddled in our relationship!!",5,10
monica,You had no relationship!!,5,10
rachel,"No, but I was doing my thing and everything was going according to the plan!",5,10
monica,"Oh God, stop with the plan! So what, so what you saw him with a girl? Who cares?! That doesn't mean anything! Now look, you are going to go out on a date with Danny and you are going to be so charming he's going to forget all about that stupid subway girl.",5,10
rachel,"She was kind of stupid. you are right. All right, I'm just going to go on the date. I'm going to go on the date. That is the new plan.",5,10
monica,"Come on, hurry!",5,10
joey,"Hey, how do you spell suspicious?",5,10
chandler,Why?,5,10
joey,Because I think this character is going to be suspicious about stuff.,5,10
chandler,"Yes! Chandler Bing, 7! Chandler Bing, 0.",5,10
joey,you are driving me crazy with that!,5,10
chandler,"Okay, I'll stop.",5,10
joey,Don’t stop! Move the bowl further away! Ross could make that shot!,5,10
joey,"Well, you suck! But at least you suck at a man's game now.",5,10
chandler,You want to play?,5,10
joey,"Chandler, I can't be playing games, Ross is going to be home soon. And I have to write five whole pages if I'm going to stick to his schedule.",5,10
chandler,"Well, so, play for the next 30 minutes and then write until he gets home.",5,10
joey,"All right! But uh, listen, what do you say we crank it up a notch?",5,10
chandler,I'm intrigued.,5,10
joey,"All right, all we need is a little lighter fluid.",5,10
chandler,"Okay, but be careful okay, because I want to get our security deposit back.",5,10
joey,"Yeah, I think we said good-bye to that when we invented hammer darts.",5,10
chandler,Do you even remember which part of the wall is not spackle?,5,10
joey,"Uh yeah, right here.",5,10
phoebe,"Thank you, Happy Holidays.",5,10
phoebe,"Now, that is trash. Young lady, you can't…  Hey! Stop that young lady, she donated trash!",5,10
phoebe,"Hey!!  The charity's on fire! Help!  Oh good! Thank you, I need that.  Whoa! What is that?!   It's nine o'clock in the morning!",5,10
ross,"All right.  A room. A man enters, he looks suspicious.  that is it?  Joey, you are supposed to have five pages done by now! Including an exciting incident!  And what is, and what is all this?!  The official rulebook of Fireball.",5,10
joey,"Yeah, that is the uh, game we were playing.",5,10
chandler,"Oh yeah, it's great! See you take a tennis ball, a bowl, and some lighter fluid—Op! Op!",5,10
ross,This is helping your career?! Huh? I thought you wanted to be an actor not the creator of crazy lawsuit game!,5,10
joey,"you are right, you are right, I'll get back to work.",5,10
ross,"And shame on you! You should know better, Joey needs to work.  Now come on!",5,10
joey,Hey!,5,10
ross,No! Ah-ah-ah-ah-ah! You can have this back when the five pages are done!  Ahh!,5,10
danny,I had a really nice time tonight.,5,10
rachel,So did I. I'm really glad Monica asked us out.,5,10
danny,"I'd love to ask you in, but uh, my sister's visiting and I think she's asleep on the couch.",5,10
rachel,you are sister? you are sister's asleep on the couch?  oh! I saw her with you on the subway and now she's asleep on the couch!,5,10
danny's sister,"Oh, I thought I heard you.",5,10
danny,"Oh hey, great, you are up. Rachel, this is my sister Krista. Krista, this is Rachel.",5,10
rachel,Hi!,5,10
krista,"Nice to meet you. I wish you'd told me we were having company, I'd fix myself up!",5,10
danny,Like it would help.,5,10
krista,You are so bad!,5,10
danny,You are!,5,10
krista,You are!,5,10
danny,You are!,5,10
krista,You are!,5,10
danny,You are!,5,10
krista,You are!,5,10
danny,You are so dead! I'm going to get you.,5,10
rachel,"Uh, it was very nice meeting you.",5,10
phoebe,"Nobody! Nobody respects the bucket! You wouldn't believe what people put in here! Look!  Okay, does this look like a garbage can to you?",5,10
monica,No.,5,10
phoebe,Does it look like an ashtray?,5,10
monica,No.,5,10
phoebe,Does it look like a urinal?,5,10
monica,Eww!!,5,10
ross,"So Pheebs, are you going to go back out there or what?",5,10
phoebe,"Well, yeah! But I'm not going to take anymore crap. Okay? No more Mrs. Nice Bucket!",5,10
monica,"Yeah, good for you. You know you are tough, you lived on the streets.",5,10
phoebe,"Yeah, I'm going to go back to being Street Phoebe. Yeah! Oh but, you know what? I can't go totally back because Street Phoebe really wouldn't be friends with you guys. Sorry.",5,10
rachel,Hey!,5,10
monica,Hey!,5,10
rachel,"Hey, umm, can I ask you guys something?",5,10
monica and ross,Sure.,5,10
rachel,"Uh, I don't have any brothers so I don't know, but uh, did you guys wrestle?",5,10
ross,"Oh-oh, yeah.",5,10
monica,"All the time. In fact, I was undefeated.",5,10
ross,"Uh, you weighted 200 pounds.",5,10
monica,"Still, I was quick as a cat.",5,10
rachel,"Well, I met Danny's sister yesterday, and uh that was actually the girl on the subway.",5,10
monica,"Oh, you are kidding.",5,10
rachel,"Yeah, they were very you know…wrestley. But, I guess that is normal?",5,10
monica,"We don't, we don't wrestle now.",5,10
ross,"Yeah, not since I got too strong for you.",5,10
monica,Too strong for me?,5,10
ross,Yeah.,5,10
monica,"You want to go right now? Because I'll take you right now, buddy! You want to go?",5,10
ross,Oh fine.,5,10
monica,Ready?  Wrestle!,5,10
rachel,"Okay, you know what uh, actually, that is great. That helps a lot. Thanks.",5,10
chandler,"Guys, come on! Let's go! The puck drops in 20 minutes! Come on, Joe!",5,10
ross,Joey's not going.,5,10
joey,I didn't finish my five pages.,5,10
chandler,"Well, why can't you do them tomorrow?",5,10
ross,Because tomorrow he's redoing yesterday's pages.,5,10
joey,Yesterday's pages did not reflect my best work.,5,10
chandler,"Why don't you cut him a little slack? Okay? Maybe if he relaxes a little bit, he'll get some work done.",5,10
ross,"I think he's been relaxing enough, thanks to you and Fireball.",5,10
joey,"Dude, if you think Fireball's relaxing, you've obviously have never played.",5,10
chandler,"The only reason you are doing this to Joey is because you are bored. Okay, it's not his fault that you are unemployed.",5,10
ross,I am not unemployed. I'm on sabbatical!,5,10
joey,"Come on look guys, don't fight.",5,10
ross,"And the reason I'm doing this is because I am Joey's friend. And if you were a good friend, you'd be doing the same thing.",5,10
chandler,"Oh, so being a good friend means acting like a total jerk?",5,10
ross,If it does? Then you are an amazing friend of mine.,5,10
joey,"Hey-hey guys, hey! How about we settle this over a friendly game of Fireball? Huh? I'll go unhook the smoke detectors!",5,10
ross,"How about we settle this right now!  There! Now, no one's going to the game. Ha-ha-ha!",5,10
chandler,I paid for those tickets!,5,10
ross,"No you didn't. You said you would, but you never did!",5,10
chandler,Oh yeah!,5,10
danny,so we finally get to the top of the mountain and airhead here  forgets the camera!,5,10
joey,"OH, you know the same thing happened to me one time.",5,10
chandler,When did that happen to you?!,5,10
joey,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!,5,10
chandler,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",5,10
krista,"Oh, this is so good  you have got to try it.",5,10
danny,"Oh, damn! I got it on my pants.",5,10
krista,"Here, I'll get it.",5,10
krista,We'd better take these pants off upstairs or that stain's going to set.,5,10
danny,Yep.  I'm going to wear these on our date tonight.,5,10
rachel,"Oh, great!",5,10
chandler,"Okay, bye!  Oh my God!!",5,10
monica,That was unbelievable!,5,10
rachel,"Okay, see? I told you!",5,10
joey,"Yeah, wow, sorry Rach.",5,10
chandler,I don't believe they're brother and sister.,5,10
joey,They're brother and sister!!!,5,10
phoebe,"Oh whoa-whoa-whoa! Wait a minute, open up your hand; let me take a look.  Quarter. Dime. Lint? Not interested in that.  What's this? A Canadian coin? Get out of here!",5,10
phoebe,Whoa-whoa-whoa! No drinks near the bucket! Set it down over there and then you can make a contribution!  And you can leave the hurt bunny look over there too!  Hi Bob!   I thought I told you to get out of here!,5,10
bob,"Uh, Phoebe we've been getting complaints and uh, we're going to move you to a less high-profile spot.",5,10
phoebe,What?!,5,10
bob,"Umm, Ginger's going to take over this corner.",5,10
phoebe,That chick can't handle my corner.,5,10
bob,"Look, either you leave, or we remove you.",5,10
phoebe,"Fine.   All right, I'll give you one pointer. Look out for that bitch.",5,10
danny,"Oh, hey Rach! I thought we said seven?",5,10
rachel,"Yeah uh, you know what uh, let's skip it.",5,10
danny,What?! Why?!,5,10
rachel,"Umm, you-you and your sister seem to have umm, a very special bond, and",5,10
danny,Oh great! That special bond again! Why do women have such a problem with the fact that I'm close with my sister?,5,10
rachel,"Well, okay, look. I don't know, listen, I don't know what's going on here but let's",5,10
danny,"Do-do you, do you have brothers?",5,10
rachel,"No, I have two sisters. But one of them has a very masculine energy.",5,10
danny,Are you close with them?,5,10
rachel,"No-no, they're not very nice people.",5,10
danny,"Okay, listen, I really like you. Okay? I think this can go somewhere. So what if I'm close to my family, are you going to let that stand in the way of us?",5,10
rachel,"Well, uh, I-I don't know. See when-when you put it that way you know it does sort of",5,10
krista,Danny! Hurry up! The bath is getting cold!,5,10
danny,What?,5,10
rachel,"Yeah, okay, I'll see you later.",5,10
chandler,"Oh hey! There's some kids playing in the street, you want to go down there and give them a project, ruin their day?",5,10
ross,"Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, going to Need Stitches Ball.",5,10
joey,Hey guys! I was at the library all morning and I already finished my five pages for today!,5,10
ross,Yay!,5,10
chandler,"Great! Now, we can go to the Ranger game!  Last night!",5,10
joey,"No dude, Ross tore up the tickets!",5,10
ross,"I guess when you don't have so many distractions, it's easier for you to focus. Huh?",5,10
chandler,Yeah or also when you don't have somebody breathing down your neck ALL THE LIVE LONG DAY!!,5,10
joey,"Yeah, well, that is fine, but the important thing is that I finished it. And uh, I think it's really good, but you know it'd really help me is if I could hear it. So would you guys read it for me?",5,10
chandler,All right.,5,10
ross,All right.,5,10
joey,"Okay.  ""It's a typical New York City apartment. Two guys are hanging out."" Ross",5,10
ross,Hey man.,5,10
chandler,What is up?,5,10
ross,"About yesterday, I was really wrong. I am sorry.",5,10
chandler,"No, it was me. I'm sorry. I over reacted.",5,10
ross,"Maybe it was both of us, but we had our best friend's interest…  But we had our best friend's interest at heart.",5,10
chandler,Could I be more sorry.,5,10
ross,"I don't know, I'm one sorry palaeontologist.  All right Joey, we get it.  I'm sorry.",5,10
chandler,I'm sorry too.,5,10
joey,"Oh no! No-no, keep reading! The good part's coming up. Keep going.",5,10
ross,"I am sorry, Chandler.",5,10
chandler,"I am sorry, Ross.",5,10
joey,"A handsome man enters.  Hey! How's it going guys? I don't know what you two were talking about, but I'd like to say thanks to both of you. You,  you wouldn't let me give up on myself, and you  well you co-created Fireball. The end.",5,10
chandler,This took you all day?!,5,10
joey,"No-no, this only took five minutes. I spent the rest of the day coming up with new, Ultimate Fireball.  Ha-ha!",5,10
joey,"Okay, it's a typical New York City apartment. Two girls are just hanging out.",5,10
monica,"Hi, how are you doing Kelly?",5,10
rachel,"I'm doing just fine! God, Tiffany, you smell so great!",5,10
monica,It's my new perfume. Why don't you come closer where you can really appreciate it?,5,10
rachel,"OH, you know Joey, you are sick!",5,10
monica,This is disgusting!,5,10
rachel,I'm not reading this!,5,10
joey,What?! Wait-wait-wait! The handsome man was about to enter!!,5,10
jay leno,Is there any entertainment there? What are people doing?,5,11
joey,All right! Here we go! 1999! The year of Joey!,5,11
chandler,We're very happy for you.,5,11
joey,What's the matter?!,5,11
chandler,"We wanted to kiss at midnight, but nobody else is going to so you know",5,11
joey,"All right, I'll take care of it.",5,11
monica,"Oh no, wait! Joey!",5,11
ross,73! 72! 71!,5,11
joey,"Ross! Ross! Ross, listen! Who are you kissing at midnight, huh? Rachel or Phoebe?",5,11
ross,What?,5,11
joey,"Well you got to kiss someone, you can't kiss your sister.",5,11
ross,"Well, who's going to kiss my sister.",5,11
joey,Chandler.,5,11
ross,"Aww, man! Really?",5,11
joey,"Dude-dude, who would you rather have kiss your sister, me or Chandler?",5,11
ross,that is a good point.,5,11
joey,Yeah.,5,11
ross,"Oh well, since I have that whole history with Rachel, I guess Phoebe.",5,11
joey,"Okay, great!",5,11
ross,All right.,5,11
joey,Pheebs! Pheebs! Ross wants to kiss you at midnight!,5,11
phoebe,"It's so obvious, why doesn't he just ask?",5,11
joey,"Rach! Rach! Listen, I'm going to kiss you at midnight.",5,11
rachel,What?!,5,11
ross,"Well, everyone's got to kiss someone. You can't kiss Ross you got the history.",5,11
rachel,So?,5,11
joey,"So? Who would you rather have kiss you, me or Chandler?",5,11
rachel,"Oh, good point.",5,11
joey,Yeah!,5,11
all,3! 2! 1! HAPPY NEW YEAR!!,5,11
chandler,Happy New Year!,5,11
monica,Happy New Year.,5,11
ross,"Happy New Year, Pheebs!",5,11
phoebe,You too!,5,11
rachel,"Happy New Year, Joey!",5,11
joey,So did that do anything for you?,5,11
ross,You know what? I'm going to go out on a limb and say no divorces in '99!,5,11
rachel,But your divorce isn't even final yet.,5,11
ross,"Just the one divorce in '99!you know what, I am going to be happy this year. I am going to make myself happy.",5,11
chandler,"Do you want us to leave the room, or?",5,11
ross,Everyday I am going to do one thing that I haven't done before. That my friends is my New Year's resolution.,5,11
phoebe,Ooh! that is a good one! Mine is to pilot a commercial jet.,5,11
chandler,"that is good one too, Pheebs. Now all you have to do is find a planeload of people who's resolution is to plummet to their deaths.",5,11
phoebe,"Maybe your resolution is to not make fun of your friends, especially the ones who may soon be flying you to Europe for free on their own plane.",5,11
monica,She has a better chance of sprouting wings and flying up your nose than you do of not making fun of us.,5,11
ross,"In fact, I'll bet you 50 bucks that you can't go the whole year without making fun of us. Eh, you know what, better yet? A week.",5,11
chandler,"I'll take that bet my friend. And you know what, paying me the 50 bucks could be the ""new thing you do that day!""  And it starts right now!",5,11
joey,"All right, my New Year's resolution is to learn how to play the guitar.",5,11
ross,OH.,5,11
phoebe,Really?! How come?,5,11
joey,"Well, you know those special skills I have listed on my resume? I would love it would be great if one of those was true.",5,11
phoebe,Do you want me to teach you? I'm a great teacher.,5,11
joey,Really? Who-who have you taught?,5,11
phoebe,"Well, I taught me and I love me.",5,11
joey,Yeah that'd be great! Thanks Pheebs!,5,11
rachel,"Op, look! Claire forgot her glasses! And she's going to be really needing these to keep an eye on that boyfriend, who, I hear, needs to keep his stapler in his desk drawer, if you know what I'm talking about.",5,11
monica,"Hey Rach, maybe your resolution should be to umm, gossip less.",5,11
rachel,I don't gossip!,5,11
rachel,"Well, maybe sometimes I find out things or I hear something and I pass that information on you know kind of like a public service, it doesn't mean I'm a gossip. I mean, would you call Ted Kopel a gossip?",5,11
monica,"Well if Ted Kopel talked about his co-workers botched boob jobs, I would.",5,11
rachel,What? They were like this!,5,11
woman,I'll see you tomorrow.,5,11
ross,Okay!   Hey!,5,11
chandler and joey,Hey!,5,11
ross,I just asked that girl out.,5,11
chandler,Nice!,5,11
joey,"Nice!! Yeah! Is that part of your resolution, your new thing for today?",5,11
ross,Yes it is. See.,5,11
chandler,Elizabeth Hornswoggle?,5,11
ross,"that is right, uh, Elizabeth Hornswoggle.",5,11
chandler,Horn-swoggle.,5,11
joey,You all right Chandler? Is there something funny about that name?,5,11
chandler,"No. No, I just think that maybe I-I'd heard it somewhere before.",5,11
joey,Oh really! Where? Somewhere funny I'd bet!,5,11
ross,"Hi, Pheebs!",5,11
phoebe,Hey!,5,11
ross,"Oh-oh, guess what? I-I have a date with Elizabeth  Hornswoggle.",5,11
phoebe,"Hornswoggle?  Ooh, this must be killing you.",5,11
ross,"All right, see you later.",5,11
joey,"See you! All right Pheebs, I am ready for my first lesson.",5,11
phoebe,"Okay.  Oh no-no-no, you don't touch the guitar! First you learn here,  then you learn here.",5,11
joey,"Umm, okay.",5,11
phoebe,"Okay, lesson one",5,11
chandler,"What an interesting approach to guitar instruction. You know some might find it amusing, I myself find it regular.",5,11
phoebe,"Hey everybody, Rachel was so good today. She didn't gossip at all.",5,11
rachel,"I didn’t! Even when I found out…umm, all right, well let's just say I found something out something about someone and let's just say she's going to keep it.",5,11
joey,"Hey, Pheebs! Check-check this out.",5,11
phoebe,"Ooh, you nailed the Old Lady!",5,11
joey,"Yeah listen so, I thought I was getting better, so on my way home today I stopped by this guitar store and",5,11
phoebe,"Did you, did you touch any of the guitars while you were there? Did you?!",5,11
joey,No.,5,11
phoebe,Give me your hands.  Strings. give me it!  Pick. Do you want to learn to play guitar?,5,11
joey,Yes!,5,11
phoebe,Then don't touch one!!,5,11
ross,Hi!,5,11
ben,Hi!,5,11
monica,Hi Ben!,5,11
ben,Auntie Monica!!,5,11
chandler,Ross is wearing leather pants! Does nobody else see that Ross is wearing leather pants?  Someone comment on the pants!,5,11
rachel,I think they're very nice.,5,11
monica,I like them.,5,11
joey,Yeah!,5,11
monica,I like them a lot.,5,11
chandler,"that is not what I had in mind! See, people like Ross don't generally wear these types of pants. You see, they're very tight.  Maybe there's something in that area.",5,11
ross,"Oh see, I-I needed a new thing for today and there's this leather store that always smells so good and I thought to myself, ""Wow,  I never really owned a good smelling pair of pants before.""",5,11
chandler,Oh come on!!,5,11
ross,"Okay, seriously, what do you think?",5,11
joey,You look like a freak.,5,11
rachel,"Awful, absolutely awful.",5,11
ross,"What are you, what are you doing?",5,11
monica,It's my New Year's resolution!,5,11
ross,"What, to blind my child?",5,11
monica,No! To take more pictures of all of us together. I mean I really think it's the best resolution because everyone will enjoy the pictures.,5,11
joey,"Well, everyone will enjoy my music as well.",5,11
ross,"My God! These pants are burning up!   Oh come on, she wants to snuggle now! What is she trying to kill me? It's like a volcano in here!  Are you hot?",5,11
elizabeth hornswoggle,No.,5,11
ross,"Okay, it must just be me then.",5,11
ross,"That was just the pants on the couch. Umm, hey, do you, do you mind if I use your bathroom?",5,11
elizabeth,"No, go ahead.",5,11
ross,Thanks.,5,11
ross,Ah……….,5,11
elizabeth,"Hey, my favourite part is coming up!",5,11
ross,'Kay!,5,11
ross,Oh my God!,5,11
phoebe,"Tiger!  Dragon! Iceberg!!  Joseph, did you even study at all last night?",5,11
joey,"Yes! Yes, I did.",5,11
phoebe,Then do Iceberg!,5,11
joey,G-sharp.,5,11
phoebe,G-sharp? Have you been studying the real names of the chords?  Have you?  Oh my God!,5,11
joey,What?! I didn't touch a guitar!,5,11
phoebe,"No, but you are questioning my method!",5,11
joey,"No, I'm not questioning it, I'm saying it's stupid!  What?!",5,11
monica,Thank you.,5,11
phoebe,You know none of my other student thought I was stupid.,5,11
joey,"Your other student, was you!",5,11
phoebe,"Yeah, well, you know maybe you just need to try a little harder!",5,11
joey,"Look, maybe I need to try a real teacher! Right here! Here! Andy Cooper, he teaches guitar and look ooh, there's a nice picture of him with a little kid and THE KID'S GOT A GUITAR!!!!!!",5,11
phoebe,"Fine! You go learn from your qualified instructor! But don't come crying to me when everyone's sick and tired of hearing you play Bad, Bad Leroy Brown!!",5,11
rachel,"""Baddest man in the whole damn town.""",5,11
phoebe,"Oh, fine! Take his side!",5,11
monica,I can't wait to be with you! I'll sneak over as soon as Ross picks up Ben. I'll just tell Rachel I'm going to be doing laundry for a couple of hours.,5,11
chandler,Laundry. Huh. Is that my new nickname?,5,11
monica,"Aww, you know what your nickname is, Mr. Big",5,11
rachel,Argh!!,5,11
joey,Hello?,5,11
ross,"Joey, it's Ross! I need some help!",5,11
joey,"Uhh, Chandler's not here.",5,11
ross,"Well, you can help me!",5,11
joey,Okay.,5,11
ross,"Listen, I'm in Elizabeth's bathroom",5,11
joey,Nice!,5,11
ross,"No, I-I got really hot in my leather pants so I took them off but they must have shrunk from the-the sweat or-or-or my legs expanded from the heat. Look, I-I can't put them back on. I can't!",5,11
joey,"Oh. That is quite a situation. Uh, do you see any like, powder?",5,11
ross,"Powder! Yeah! Yeah, I have powder!",5,11
joey,"Good-good, okay, sprinkle some of that on your legs, it'll absorb some of the moisture and then you can get your pants back up.",5,11
ross,"Yeah, okay, hold on!   They're not coming on man.",5,11
joey,"Umm, do you see any—oh, Vaseline?",5,11
ross,"OH, I-I see lotion, I have lotion! Will that work?",5,11
joey,"Yeah, sure, spread some of that on there.",5,11
ross,Hold on.,5,11
joey,Ross? You okay?,5,11
ross,"They're still, they're still not coming on man and the lotion and the powder have made a paste!",5,11
joey,"Really?! Uhh, what colour is it?",5,11
ross,What difference does that make?!,5,11
joey,"Well, I'm just—if the paste matches the pants, you can make yourself a pair of paste pants and she won't know the difference!",5,11
rachel,"Joey, do you have a minute?",5,11
ross,"Dude, what am I going to",5,11
joey,"Uh, Rachel's here, so good luck man, let me know how it works out.",5,11
rachel,"Oh, Joey, I have such a problem!",5,11
joey,"Oh well, you are timing couldn't be better. I am putting out fires all over the place.",5,11
rachel,"Okay. Okay. Okay. Joey, I have got to tell you something!",5,11
joey,"What-what is it, what is it?",5,11
rachel,"Oh my God, it's so huge, but you just have to promise me that you cannot tell anyone.",5,11
joey,"Oh no, no-no-no-no! I don't want to know!",5,11
rachel,"Yes! Yes! Yes, you do want to know! This is unbelievable!",5,11
joey,"I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!",5,11
rachel,What? What secrets? You know secrets? What are they?,5,11
joey,And you are not supposed to be gossiping!!,5,11
rachel,"I know, I know! I just can't keep this one in, so I pick up the phone",5,11
joey,I'm not listening to you!,5,11
elizabeth,"Ross, umm, you've been in there for a long time. I'm starting to get kind of freaked out.",5,11
ross,"All right, I'm coming out. Hey, can you turn the lights off.",5,11
elizabeth,"No, let's just leave the lights on.",5,11
elizabeth,Oh my God!,5,11
ross,I had a problem.,5,11
joey,"Hey, Pheebs?",5,11
phoebe,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",5,11
joey,"Look, Pheebs, I just, I want to apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again. And-and I promise, I won't touch a guitar until you say I'm ready.  You really think I'm ready?",5,11
phoebe,Uh-huh!,5,11
joey,Wow! Cool!,5,11
joey,Was the chord at least right,5,11
phoebe,No!,5,11
chandler,Oh my God!,5,11
monica,"We heard about your pants, I'm so sorry.",5,11
ross,"This year was supposed to be great! But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!",5,11
all,"No. No, you are not a loser.",5,11
ross,Look at me!,5,11
monica,"Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? you are-you are a cowboy!",5,11
ross,"Oh, be-because of the leather pants.",5,11
monica,"See? Ben doesn't think you are a loser, he thinks you are a cowboy! Now that is something.",5,11
phoebe,Yeah!,5,11
rachel,That really is something; that is really cool.,5,11
joey,Howdy partner!,5,11
ross,"Maybe I should get another pair! Ooh, you know, they-they had some with fringe all down the sides.  I'm going to go kiss Ben goodnight.  I can't believe he thinks I'm a cowboy.  I would make a good cowboy.",5,11
monica,"Okay, now that everything's wrapped up here, I think I'm, I'm going to go do my laundry.",5,11
chandler,"Oh yeah, me too. You know if this shirt is dirty.  Yep.",5,11
phoebe,"Okay, I'm going to go too. I'm going to go to the airport. I figure if I hang around there long enough, someone's bound to leave one of those planes unattended.",5,11
rachel,"Good luck, honey!",5,11
phoebe,Bye!,5,11
rachel,"Hey, uh, Joey?",5,11
joey,Umm?,5,11
rachel,Remember that big thing I was going to tell you about?,5,11
joey,"Oh, no!",5,11
